id,issue_d,loan_status,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,annual_inc,dti,emp_length,home_ownership,verification_status,purpose,addr_state,application_type,fico_range_low,fico_range_high,earliest_cr_line,revol_util,open_acc,total_acc,delinq_2yrs,pub_rec,inq_last_6mths,is_default
131987310,Apr-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,103000.0,15.46,10+ years,MORTGAGE,Not Verified,debt_consolidation,AZ,Individual,785.0,789.0,Feb-2000,17.6,13.0,29.0,0.0,0.0,0.0,0
131561096,Apr-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,50000.0,15.07,4 years,OWN,Not Verified,credit_card,KY,Individual,760.0,764.0,Aug-2012,8.7,8.0,13.0,0.0,0.0,0.0,0
129979203,Mar-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,67000.0,21.74,6 years,MORTGAGE,Not Verified,debt_consolidation,NV,Individual,780.0,784.0,Dec-2001,20.0,14.0,22.0,0.0,0.0,1.0,0
131163006,Apr-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,275000.0,10.33,10+ years,MORTGAGE,Not Verified,credit_card,MN,Individual,710.0,714.0,Jul-2007,50.5,13.0,32.0,0.0,1.0,0.0,0
134126444,May-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,95000.0,8.64,1 year,RENT,Not Verified,credit_card,NY,Individual,685.0,689.0,Aug-2006,68.0,6.0,20.0,0.0,0.0,0.0,0
129136732,Mar-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,80000.0,3.91,< 1 year,RENT,Not Verified,debt_consolidation,NY,Individual,780.0,784.0,Jul-2005,23.0,3.0,4.0,0.0,0.0,0.0,0
134818789,Jun-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,130000.0,6.82,2 years,OWN,Not Verified,credit_card,WA,Individual,685.0,689.0,Aug-2004,34.6,6.0,9.0,1.0,0.0,0.0,0
135352678,Jun-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,50000.0,17.1,10+ years,RENT,Source Verified,credit_card,TX,Individual,780.0,784.0,Aug-2005,21.9,6.0,21.0,0.0,0.0,0.0,0
132817648,May-2018,Fully Paid,10000.0,10000.0, 36 months,5.31,301.11,A,A1,85000.0,14.54,10+ years,MORTGAGE,Source Verified,medical,TX,Individual,815.0,819.0,Apr-1993,17.4,5.0,23.0,0.0,0.0,0.0,0
131020773,Apr-2018,Fully Paid,11000.0,11000.0, 36 months,5.31,331.22,A,A1,70000.0,6.22,5 years,MORTGAGE,Not Verified,debt_consolidation,MO,Individual,810.0,814.0,Apr-1994,9.6,9.0,18.0,0.0,0.0,1.0,0
132876937,May-2018,Charged Off,11000.0,11000.0, 36 months,5.31,331.22,A,A1,20400.0,39.94,,OWN,Verified,credit_card,AL,Individual,710.0,714.0,Aug-2000,29.4,9.0,26.0,0.0,0.0,0.0,1
129342401,Feb-2018,Fully Paid,18000.0,18000.0, 60 months,5.31,342.25,A,A1,91333.0,12.73,5 years,MORTGAGE,Not Verified,credit_card,TN,Individual,725.0,729.0,Aug-1994,31.2,8.0,15.0,0.0,1.0,1.0,0
133353200,May-2018,Fully Paid,12000.0,12000.0, 36 months,5.31,361.33,A,A1,60000.0,14.0,2 years,MORTGAGE,Not Verified,car,IL,Individual,780.0,784.0,Jan-2003,4.4,14.0,28.0,0.0,0.0,0.0,0
131707872,May-2018,Fully Paid,12000.0,12000.0, 36 months,5.31,361.33,A,A1,55000.0,22.1,8 years,MORTGAGE,Source Verified,debt_consolidation,CO,Individual,755.0,759.0,Apr-2005,10.6,14.0,51.0,0.0,0.0,0.0,0
129233902,Feb-2018,Fully Paid,12000.0,12000.0, 36 months,5.31,361.33,A,A1,90000.0,21.88,10+ years,MORTGAGE,Not Verified,home_improvement,IN,Individual,825.0,829.0,Jul-2001,12.3,9.0,25.0,0.0,0.0,1.0,0
131704939,Apr-2018,Fully Paid,12000.0,12000.0, 36 months,5.31,361.33,A,A1,95000.0,12.83,3 years,MORTGAGE,Not Verified,small_business,FL,Individual,785.0,789.0,Sep-2003,1.9,14.0,40.0,0.0,0.0,0.0,0
131528872,May-2018,Fully Paid,13000.0,13000.0, 36 months,5.31,391.44,A,A1,200000.0,0.52,1 year,OWN,Source Verified,major_purchase,IN,Individual,820.0,824.0,Dec-1989,0.2,9.0,31.0,0.0,0.0,0.0,0
133943595,May-2018,Fully Paid,14000.0,14000.0, 36 months,5.31,421.55,A,A1,109000.0,21.67,5 years,OWN,Not Verified,debt_consolidation,PA,Individual,765.0,769.0,Aug-2007,36.6,10.0,28.0,0.0,0.0,0.0,0
130866377,Apr-2018,Fully Paid,14000.0,14000.0, 36 months,5.31,421.55,A,A1,120000.0,15.43,5 years,MORTGAGE,Not Verified,medical,HI,Individual,795.0,799.0,May-2005,17.1,16.0,33.0,0.0,0.0,0.0,0
135827721,Jun-2018,Fully Paid,14675.0,14675.0, 36 months,5.31,441.87,A,A1,70000.0,11.52,10+ years,OWN,Not Verified,credit_card,NE,Individual,810.0,814.0,Oct-1993,13.0,11.0,26.0,0.0,0.0,0.0,0
135711600,Jun-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,75000.0,4.22,6 years,MORTGAGE,Source Verified,debt_consolidation,AZ,Individual,815.0,819.0,Dec-1996,14.7,4.0,14.0,0.0,0.0,0.0,0
134449710,Jun-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,55000.0,13.27,3 years,RENT,Source Verified,credit_card,NY,Individual,695.0,699.0,Jun-2009,26.7,29.0,42.0,0.0,0.0,0.0,0
132149858,Apr-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,100008.0,9.0,4 years,MORTGAGE,Verified,debt_consolidation,TX,Individual,780.0,784.0,Sep-2004,0.0,9.0,36.0,0.0,0.0,0.0,0
134295118,May-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,178000.0,8.31,10+ years,MORTGAGE,Not Verified,home_improvement,CA,Individual,775.0,779.0,Mar-1981,2.6,17.0,38.0,0.0,0.0,1.0,0
135728247,Jun-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,110000.0,5.76,6 years,RENT,Not Verified,debt_consolidation,NY,Individual,800.0,804.0,Jul-2005,5.9,8.0,12.0,0.0,0.0,0.0,0
130105735,Mar-2018,Charged Off,15000.0,15000.0, 36 months,5.31,451.66,A,A1,112000.0,11.38,5 years,OWN,Source Verified,other,GA,Individual,775.0,779.0,May-2003,1.6,5.0,19.0,0.0,0.0,0.0,1
129174827,Feb-2018,Fully Paid,15000.0,15000.0, 36 months,5.31,451.66,A,A1,34879.0,37.44,10+ years,RENT,Source Verified,debt_consolidation,CA,Individual,785.0,789.0,May-1999,26.3,14.0,22.0,0.0,0.0,0.0,0
129555214,Mar-2018,Fully Paid,16000.0,16000.0, 36 months,5.31,481.77,A,A1,70000.0,3.91,,MORTGAGE,Not Verified,major_purchase,MI,Individual,790.0,794.0,Sep-1997,19.3,8.0,21.0,0.0,0.0,0.0,0
133707673,May-2018,Fully Paid,16000.0,16000.0, 36 months,5.31,481.77,A,A1,86500.0,17.2,10+ years,MORTGAGE,Source Verified,debt_consolidation,MI,Individual,700.0,704.0,May-1992,10.1,16.0,34.0,0.0,0.0,2.0,0
134377354,Jun-2018,Fully Paid,16000.0,16000.0, 36 months,5.31,481.77,A,A1,130000.0,7.57,3 years,MORTGAGE,Source Verified,credit_card,CA,Individual,780.0,784.0,Sep-2004,0.6,7.0,35.0,0.0,0.0,0.0,0
131406572,Apr-2018,Fully Paid,16000.0,16000.0, 36 months,5.31,481.77,A,A1,96000.0,16.26,10+ years,OWN,Not Verified,credit_card,FL,Individual,700.0,704.0,Apr-2001,48.3,15.0,22.0,0.0,0.0,0.0,0
131725340,Apr-2018,Fully Paid,16000.0,16000.0, 36 months,5.31,481.77,A,A1,69500.0,13.55,10+ years,RENT,Source Verified,credit_card,MA,Individual,765.0,769.0,Nov-1995,12.6,9.0,16.0,0.0,0.0,0.0,0
132565786,May-2018,Fully Paid,16800.0,16800.0, 36 months,5.31,505.86,A,A1,63000.0,0.48,10+ years,OWN,Verified,debt_consolidation,CT,Individual,705.0,709.0,Apr-2007,0.8,6.0,28.0,0.0,0.0,0.0,0
132370752,Apr-2018,Fully Paid,16800.0,16800.0, 36 months,5.31,505.86,A,A1,70000.0,24.14,5 years,MORTGAGE,Not Verified,debt_consolidation,IL,Joint App,820.0,824.0,Jul-2006,3.6,22.0,37.0,0.0,0.0,0.0,0
131066979,Apr-2018,Fully Paid,18000.0,18000.0, 36 months,5.31,541.99,A,A1,95000.0,1.31,10+ years,MORTGAGE,Not Verified,debt_consolidation,TX,Individual,780.0,784.0,Jun-1996,12.5,5.0,25.0,0.0,0.0,0.0,0
132581308,May-2018,Fully Paid,18000.0,18000.0, 36 months,5.31,541.99,A,A1,60000.0,1.84,10+ years,OWN,Verified,debt_consolidation,MO,Joint App,800.0,804.0,Apr-1988,4.9,8.0,22.0,0.0,0.0,0.0,0
129780256,Mar-2018,Fully Paid,24000.0,24000.0, 36 months,5.31,722.65,A,A1,102000.0,9.79,4 years,MORTGAGE,Source Verified,debt_consolidation,CA,Individual,725.0,729.0,Dec-2007,5.5,14.0,17.0,0.0,0.0,0.0,0
131154482,Apr-2018,Fully Paid,25000.0,25000.0, 36 months,5.31,752.76,A,A1,120468.0,17.81,10+ years,MORTGAGE,Source Verified,other,OR,Individual,820.0,824.0,Apr-1985,2.8,23.0,49.0,0.0,0.0,0.0,0
135015979,Jun-2018,Fully Paid,25000.0,25000.0, 36 months,5.31,752.76,A,A1,95000.0,10.11,3 years,MORTGAGE,Not Verified,debt_consolidation,FL,Individual,765.0,769.0,Jan-2012,8.7,22.0,23.0,0.0,0.0,1.0,0
130753353,Apr-2018,Fully Paid,25000.0,25000.0, 36 months,5.31,752.76,A,A1,245000.0,2.85,3 years,RENT,Source Verified,major_purchase,NM,Individual,785.0,789.0,May-2013,0.6,11.0,12.0,0.0,0.0,0.0,0
129918813,Mar-2018,Fully Paid,25000.0,25000.0, 36 months,5.31,752.76,A,A1,110000.0,30.52,10+ years,MORTGAGE,Verified,credit_card,CO,Individual,680.0,684.0,May-1997,78.1,17.0,29.0,0.0,0.0,1.0,0
134992376,Jun-2018,Fully Paid,27500.0,27500.0, 36 months,5.31,828.04,A,A1,125000.0,6.84,10+ years,RENT,Not Verified,home_improvement,OR,Individual,785.0,789.0,Dec-1994,7.0,8.0,21.0,0.0,0.0,0.0,0
134587647,Jun-2018,Fully Paid,28000.0,28000.0, 36 months,5.31,843.09,A,A1,192000.0,9.28,10+ years,MORTGAGE,Not Verified,debt_consolidation,TX,Individual,755.0,759.0,Mar-2011,2.1,6.0,25.0,0.0,0.0,0.0,0
129520243,Mar-2018,Fully Paid,28000.0,28000.0, 36 months,5.31,843.09,A,A1,158100.0,7.64,10+ years,MORTGAGE,Not Verified,small_business,FL,Individual,805.0,809.0,Jun-2001,2.4,9.0,24.0,0.0,0.0,0.0,0
131172733,Apr-2018,Fully Paid,29000.0,29000.0, 36 months,5.31,873.2,A,A1,115000.0,11.97,10+ years,OWN,Not Verified,other,CA,Joint App,825.0,829.0,Jan-2001,11.8,12.0,34.0,0.0,0.0,0.0,0
134743293,Jun-2018,Charged Off,30000.0,30000.0, 36 months,5.31,903.31,A,A1,43000.0,54.54,4 years,MORTGAGE,Source Verified,credit_card,CA,Joint App,710.0,714.0,Apr-1991,66.3,14.0,24.0,1.0,0.0,0.0,1
132534108,May-2018,Fully Paid,30000.0,30000.0, 36 months,5.31,903.31,A,A1,100000.0,0.18,10+ years,MORTGAGE,Source Verified,home_improvement,HI,Individual,840.0,844.0,Sep-1979,0.3,9.0,38.0,0.0,0.0,1.0,0
131939086,May-2018,Fully Paid,30000.0,30000.0, 36 months,5.31,903.31,A,A1,100000.0,8.84,10+ years,MORTGAGE,Verified,home_improvement,TX,Individual,810.0,814.0,Jul-1968,12.5,11.0,27.0,0.0,0.0,0.0,0
130852328,Mar-2018,Fully Paid,30000.0,30000.0, 36 months,5.31,903.31,A,A1,20000.0,43.04,2 years,MORTGAGE,Source Verified,debt_consolidation,FL,Joint App,755.0,759.0,Mar-2001,25.1,10.0,17.0,0.0,0.0,0.0,0
134317605,May-2018,Fully Paid,32000.0,32000.0, 36 months,5.31,963.53,A,A1,200000.0,2.47,10+ years,MORTGAGE,Source Verified,debt_consolidation,NJ,Individual,785.0,789.0,Jun-2000,6.3,12.0,39.0,0.0,0.0,0.0,0
134447631,Jun-2018,Fully Paid,32500.0,32500.0, 36 months,5.31,978.59,A,A1,160000.0,9.81,6 years,MORTGAGE,Not Verified,debt_consolidation,NJ,Individual,715.0,719.0,Apr-2004,31.5,11.0,21.0,0.0,0.0,2.0,0
132075915,Apr-2018,Fully Paid,35000.0,35000.0, 36 months,5.31,1053.86,A,A1,92000.0,3.18,10+ years,MORTGAGE,Source Verified,debt_consolidation,GA,Individual,760.0,764.0,Jul-2000,6.2,14.0,33.0,0.0,0.0,1.0,0
129355025,Feb-2018,Fully Paid,35000.0,35000.0, 36 months,5.31,1053.86,A,A1,165000.0,4.6,< 1 year,OWN,Source Verified,credit_card,AZ,Individual,805.0,809.0,Jan-1999,15.5,5.0,16.0,0.0,0.0,0.0,0
134088920,Jun-2018,Fully Paid,35000.0,35000.0, 36 months,5.31,1053.86,A,A1,172000.0,8.37,10+ years,MORTGAGE,Source Verified,credit_card,IL,Individual,760.0,764.0,Jun-2002,41.1,15.0,33.0,0.0,0.0,1.0,0
133716495,May-2018,Fully Paid,38500.0,38500.0, 36 months,5.31,1159.25,A,A1,191938.0,5.01,4 years,MORTGAGE,Not Verified,home_improvement,GA,Individual,730.0,734.0,Oct-1998,23.2,6.0,14.0,0.0,0.0,0.0,0
131143414,Apr-2018,Fully Paid,39500.0,39500.0, 36 months,5.31,1189.36,A,A1,97000.0,23.04,10+ years,MORTGAGE,Not Verified,debt_consolidation,TX,Individual,735.0,739.0,Mar-1992,67.9,8.0,14.0,0.0,0.0,0.0,0
132919686,May-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,200000.0,18.65,7 years,MORTGAGE,Source Verified,debt_consolidation,NJ,Individual,745.0,749.0,Apr-1993,41.8,14.0,21.0,0.0,0.0,0.0,0
134265744,May-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,140000.0,6.05,10+ years,OWN,Source Verified,debt_consolidation,CA,Individual,705.0,709.0,Aug-2001,45.2,12.0,24.0,0.0,0.0,0.0,0
133933975,May-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,192000.0,12.92,4 years,MORTGAGE,Source Verified,credit_card,MD,Individual,690.0,694.0,Dec-1994,95.2,6.0,14.0,1.0,0.0,0.0,0
130073588,Apr-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,90000.0,0.67,10+ years,MORTGAGE,Source Verified,other,IL,Individual,735.0,739.0,Jun-1986,2.6,9.0,33.0,3.0,0.0,0.0,0
136073315,Jul-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,113000.0,7.07,8 years,RENT,Verified,debt_consolidation,CA,Individual,800.0,804.0,Aug-2003,19.2,8.0,96.0,0.0,0.0,0.0,0
131035301,Apr-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,200000.0,9.7,1 year,MORTGAGE,Source Verified,credit_card,TX,Individual,775.0,779.0,May-2003,16.1,27.0,67.0,0.0,0.0,0.0,0
132429399,May-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,160000.0,8.78,10+ years,MORTGAGE,Source Verified,other,IL,Individual,780.0,784.0,May-1982,20.5,7.0,21.0,0.0,0.0,1.0,0
134300270,May-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,250000.0,11.92,1 year,MORTGAGE,Source Verified,credit_card,CA,Individual,725.0,729.0,Dec-2012,13.1,15.0,18.0,0.0,0.0,0.0,0
129204486,Feb-2018,Fully Paid,40000.0,40000.0, 36 months,5.31,1204.42,A,A1,375000.0,5.08,1 year,RENT,Source Verified,credit_card,CA,Individual,725.0,729.0,Feb-1980,32.8,13.0,49.0,0.0,0.0,0.0,0
97319535,Feb-2017,Fully Paid,1000.0,1000.0, 36 months,5.32,30.12,A,A1,51250.0,7.85,2 years,OWN,Not Verified,other,NM,Individual,735.0,739.0,Aug-2000,50.4,10.0,55.0,0.0,0.0,1.0,0
109394238,May-2017,Fully Paid,1000.0,1000.0, 36 months,5.32,30.12,A,A1,36212.8,15.81,10+ years,MORTGAGE,Verified,other,AZ,Individual,735.0,739.0,Jan-1995,19.3,5.0,10.0,0.0,0.0,0.0,0
115094456,Aug-2017,Fully Paid,1000.0,1000.0, 36 months,5.32,30.12,A,A1,52000.0,24.23,5 years,RENT,Not Verified,credit_card,AK,Individual,760.0,764.0,May-2005,41.5,5.0,20.0,0.0,0.0,0.0,0
77017419,Apr-2016,Fully Paid,1000.0,1000.0, 36 months,5.32,30.12,A,A1,35000.0,9.09,1 year,RENT,Not Verified,credit_card,WI,Individual,725.0,729.0,Aug-2005,21.2,9.0,24.0,1.0,0.0,0.0,0
96695802,Jan-2017,Fully Paid,1100.0,1100.0, 36 months,5.32,33.13,A,A1,90000.0,14.04,10+ years,MORTGAGE,Source Verified,vacation,CA,Individual,785.0,789.0,May-2006,23.9,10.0,22.0,0.0,0.0,0.0,0
103497547,Mar-2017,Fully Paid,1500.0,1500.0, 36 months,5.32,45.18,A,A1,39229.0,3.03,10+ years,MORTGAGE,Not Verified,vacation,KS,Individual,780.0,784.0,Apr-1994,5.9,8.0,19.0,0.0,0.0,0.0,0
75923155,Mar-2016,Fully Paid,1500.0,1500.0, 36 months,5.32,45.18,A,A1,47000.0,12.95,3 years,MORTGAGE,Source Verified,home_improvement,CO,Individual,680.0,684.0,Dec-2007,13.6,4.0,6.0,0.0,0.0,1.0,0
112443456,Sep-2017,Fully Paid,1600.0,1600.0, 36 months,5.32,48.19,A,A1,32240.0,9.08,1 year,RENT,Source Verified,debt_consolidation,FL,Individual,800.0,804.0,Oct-1987,18.6,7.0,10.0,0.0,0.0,0.0,0
91002722,Oct-2016,Fully Paid,1800.0,1800.0, 36 months,5.32,54.21,A,A1,65000.0,12.52,1 year,MORTGAGE,Not Verified,other,TX,Individual,730.0,734.0,Mar-1993,19.8,8.0,25.0,0.0,0.0,0.0,0
118263546,Sep-2017,Fully Paid,1800.0,1800.0, 36 months,5.32,54.21,A,A1,22000.0,3.44,,MORTGAGE,Not Verified,debt_consolidation,OH,Individual,790.0,794.0,Sep-1992,2.0,17.0,29.0,0.0,0.0,0.0,0
76194847,Apr-2016,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,74448.0,17.39,8 years,MORTGAGE,Not Verified,debt_consolidation,CO,Individual,785.0,789.0,Sep-2004,9.9,20.0,28.0,0.0,0.0,1.0,0
115705041,Aug-2017,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,70000.0,9.86,,MORTGAGE,Not Verified,other,PA,Individual,820.0,824.0,Jan-1996,5.3,22.0,37.0,0.0,0.0,0.0,0
111957817,Jul-2017,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,62000.0,2.46,1 year,RENT,Not Verified,credit_card,MD,Individual,740.0,744.0,Aug-2006,10.2,24.0,39.0,0.0,0.0,0.0,0
97952938,Feb-2017,Charged Off,2000.0,2000.0, 36 months,5.32,60.23,A,A1,60000.0,20.74,10+ years,RENT,Source Verified,major_purchase,MO,Individual,685.0,689.0,Dec-1971,6.3,9.0,19.0,1.0,0.0,0.0,1
117193811,Aug-2017,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,32000.0,25.39,,MORTGAGE,Not Verified,other,TN,Individual,800.0,804.0,Apr-1997,20.4,14.0,17.0,0.0,0.0,0.0,0
125492914,Dec-2017,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,130000.0,6.59,10+ years,MORTGAGE,Source Verified,medical,OK,Individual,825.0,829.0,Aug-2002,7.1,11.0,24.0,0.0,0.0,0.0,0
62549895,Oct-2015,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,63000.0,10.69,10+ years,OWN,Source Verified,credit_card,AZ,Individual,730.0,734.0,Jan-2002,41.2,8.0,23.0,0.0,0.0,0.0,0
77517526,Apr-2016,Fully Paid,2000.0,2000.0, 36 months,5.32,60.23,A,A1,95000.0,8.56,4 years,MORTGAGE,Not Verified,debt_consolidation,VA,Individual,785.0,789.0,Jul-2001,13.5,11.0,29.0,0.0,0.0,0.0,0
